key,english,czech
"triggers.route_to_agent","Route to Agent",""
"triggers.broadcast_to_all","Broadcast to all",""
"triggers.event_filter_label","Event Filter",""
"triggers.no_smee_relays","No Smee relays configured",""
"triggers.smee_relay_desc","Add a Smee relay to receive GitHub webhooks and 3rd-party events in real-time through the event bus.",""
"triggers.add_first_relay","Add First Relay",""
"triggers.how_it_works","How it works",""
"triggers.live_stream","Live Stream",""
"triggers.cloud_not_connected","Cloud not connected",""
"triggers.cloud_not_connected_desc","Connect to a cloud orchestrator to receive 3rd-party webhooks",""
"triggers.cloud_relay_active","Cloud relay active",""
"triggers.cloud_webhook_triggers","Cloud Webhook Triggers",""
"triggers.add_webhook","Add Webhook",""
"triggers.deployed_persona","Deployed Persona",""
"triggers.select_persona","Select a persona...",""
"triggers.create_webhook","Create Webhook",""
"triggers.no_webhook_triggers","No webhook triggers yet",""
"triggers.no_webhook_triggers_desc","Create a webhook trigger on a deployed persona to receive 3rd-party POSTs",""
"triggers.recent_firings","Recent Firings",""
"triggers.no_firings","No firings recorded yet",""
"triggers.no_rate_limits","No rate limits configured",""
"triggers.no_rate_limits_desc","Add rate limits to your triggers to control execution frequency and prevent API overuse.",""
"triggers.rate_limits_heading","Rate Limits",""
"triggers.triggers_configured","triggers configured",""
"triggers.running_stat","running",""
"triggers.throttled_stat","throttled",""
"triggers.browse_label","Browse",""
"triggers.my_subscriptions","My Subscriptions",""
"triggers.search_feeds","Search feeds...",""
"triggers.loading_catalog","Loading catalog...",""
"triggers.no_feeds","No shared event feeds available yet",""
"triggers.no_feeds_hint","Click Refresh to fetch the latest feeds from the cloud",""
"teams.title","Agent Teams","Týmy agentů"
"teams.subtitle","Combine agents into teams that work together on multi-step tasks","Navrhujte multi-agentní pipeline s vizuálním plátnem"
"teams.auto_team","Auto-Team","Auto-tým"
"teams.new_team","New Team","Nový tým"
"teams.starter_templates","Starter Templates","Úvodní šablony"
"teams.use_template","Use Template","Použít šablonu"
"settings.title","Settings","Nastavení"
"settings.account.title","Account","Účet"
"settings.account.subtitle","Manage your sign-in and profile","Spravujte přihlášení a profil"
"settings.account.offline","Offline","Offline"
"settings.account.sign_out","Sign out","Odhlásit se"
"settings.account.sign_in_prompt","Sign in to sync your data across devices","Přihlaste se pro synchronizaci dat napříč zařízeními"
"settings.account.sign_in_google","Sign in with Google","Přihlásit se přes Google"
"settings.account.dismiss","Dismiss",""
"settings.account.waiting_sign_in","Waiting for sign-in...",""
"settings.account.complete_sign_in","Complete sign-in in the popup window",""
"settings.account.cancel","Cancel",""
"settings.account.telemetry_title","Troubleshooting Telemetry",""
"settings.account.telemetry_description","When enabled, anonymous crash reports and feature usage analytics are sent to help identify and fix bugs. No personal data, credentials, or execution content is ever included.",""
"settings.account.telemetry_toggle","Send anonymous telemetry",""
"settings.account.telemetry_on","Crash reports and usage analytics are active.",""
"settings.account.telemetry_off","Telemetry is disabled. No data is sent to Sentry.",""
"settings.account.telemetry_restart","Restart the app for this change to take effect",""
"settings.appearance_extra.simple","Simple",""
"settings.appearance_extra.simple_hint","Core features only",""
"settings.appearance_extra.full","Full",""
"settings.appearance_extra.full_hint","Show the complete interface",""
"settings.appearance_extra.dev","Dev",""
"settings.appearance_extra.dev_hint","Unlock developer tooling",""
"settings.appearance.title","Appearance",""
"settings.appearance.subtitle","Customize how the app looks","Přizpůsobte vzhled aplikace"
"settings.appearance.dark","Dark","Tmavý"
"settings.appearance.light","Light","Světlý"
"settings.appearance.text_size","Text Size","Velikost textu"
"settings.appearance.interface_mode","Interface Mode",""
"settings.appearance.interface_mode_hint","Simple mode shows only core features. Power mode unlocks the full interface.",""
"settings.appearance.theming","Theming",""
"settings.appearance.default_tab","Default",""
"settings.appearance.custom_tab","Custom",""
"settings.appearance.timezone","Timezone",""
"settings.appearance.timezone_hint","Controls how schedule times and cron expressions are displayed throughout the app.",""
"settings.appearance.brightness","Brightness",""
"settings.appearance.brightness_hint","Adjust screen brightness if the app feels too dark on your display.",""
"settings.appearance.custom_theme","Custom Theme",""
"settings.appearance.custom_theme_active","Active",""
"settings.appearance.custom_theme_hint","Choose a primary color to auto-derive all others, or override individual colors for full control.",""
"settings.appearance.base_mode","Base Mode",""
"settings.appearance.theme_name","Theme Name",""
"settings.appearance.colors","Colors",""
"settings.appearance.background_gradient","Background gradient",""
"settings.appearance.end_color","End Color",""
"settings.appearance.angle","Angle",""
"settings.appearance.preview","Preview",""
"settings.appearance.save_apply","Save & Apply",""
"settings.appearance.applied","Applied",""
"settings.appearance.reset","Reset",""
"settings.appearance.enter_theme_name","Enter a theme name",""
"settings.appearance.preview_dashboard","Dashboard",""
"settings.appearance.preview_action","Action",""
"settings.appearance.preview_card_title","Card Title",""
"settings.appearance.preview_muted_text","Muted description text with secondary content",""
"settings.appearance.preview_ok","OK",""
"settings.appearance.preview_warn","Warn",""
"settings.appearance.preview_err","Err",""
"settings.appearance.language_translations","Language & Translations",""
"settings.appearance.translation_keys","{count} translation keys",""
"settings.appearance.translation_coverage","{covered} of {total} keys ({pct}%)",""
"settings.appearance.coverage_full","Full",""
"settings.appearance.coverage_hint","Translation coverage -- click to export",""
"settings.appearance.contribute_title","Contribute translations",""
"settings.appearance.contribute_hint","Help translate Personas into your language. Export a language file above, translate the values, and submit via GitHub.",""
"settings.appearance.contribute_github","Contribute on GitHub",""
"settings.notifications.title","Notifications",""
"settings.notifications.subtitle","Control which healing alerts trigger notifications",""
"settings.notifications.severity_critical_label","Critical",""
"settings.notifications.severity_high_label","High",""
"settings.notifications.severity_medium_label","Medium",""
"settings.notifications.severity_low_label","Low",""
"settings.notifications.severity_critical","Circuit breaker tripped, CLI not found","Jistič aktivován, CLI nenalezeno"
"settings.notifications.severity_high","Credential errors, session limits, repeated timeouts","Chyby přihlašovacích údajů, limity relací, opakované vypršení"
"settings.notifications.severity_medium","Rate limits, first timeouts (auto-fixable)","Limity četnosti, první vypršení (automaticky opravitelné)"
"settings.notifications.severity_low","Informational issues","Informační problémy"
"settings.notifications.weekly_digest","Weekly Health Digest","Týdenní přehled zdraví"
"settings.notifications.digest_title","Agent Health Digest","Přehled zdraví agentů"
"settings.notifications.digest_description","Weekly notification summarizing health issues across all agents with a total health score","Týdenní oznámení shrnující problémy zdraví napříč všemi agenty s celkovým skóre zdraví"
"settings.notifications.healing_alerts_hint","Control which auto-fix alerts trigger notifications","Ovládejte, které opravné výstrahy spouštějí oznámení"
"settings.notifications.healing_severity","Healing Alert Severity","Závažnost opravných výstrah"
"settings.notifications.notification_hint","Desktop notifications use the native OS notification system. In-app toasts appear for critical and high severity issues regardless of these settings.","Desktopová oznámení používají nativní systém OS. In-app upozornění se zobrazují pro kritické a vysoce závažné problémy bez ohledu na tato nastavení."
"settings.engine.title","Engine",""
"settings.engine.loading_capabilities","Loading engine capabilities...","Načítání schopností engine..."
"settings.engine.detecting_providers","Detecting installed providers...","Detekce nainstalovaných providerů..."
"settings.engine.subtitle","Configure which CLI providers handle each operation","Nastavte, kteří CLI provideři zpracovávají jednotlivé operace"
"settings.engine.capability_map","Operation Capability Map","Mapa schopností operací"
"settings.engine.operation","Operation",""
"settings.engine.reset_defaults","Reset to defaults","Obnovit výchozí"
"settings.engine.provider_installed","installed","nainstalován"
"settings.engine.provider_missing","missing","chybí"
"settings.engine.legend","Legend","Legenda"
"settings.engine.legend_enabled","Enabled","Zapnuto"
"settings.engine.legend_unsupported","Unsupported (locked)","Nepodporováno (uzamčeno)"
"settings.engine.legend_not_installed","Not installed","Nenainstalováno"
"settings.engine.defaults_heading","Defaults from Integration Tests","Výchozí hodnoty z integračních testů"
"settings.engine.defaults_description","The default map is derived from Round 9 business-level integration tests that validate each provider against the exact JSON schemas the backend parses. Enabling a provider for an operation it failed may cause unparseable responses. Claude Code is the only provider that passed all operations at 100%.","Výchozí mapa je odvozena z integračních testů Round 9 na business úrovni, které validují každého providera oproti přesným JSON schématům parsovaným backendem. Povolení providera pro operaci, ve které selhal, může způsobit neparsovatelné odpovědi. Claude Code je jediný provider, který prošel všemi operacemi na 100 %."
"settings.ambient.title","Ambient Context Fusion",""
"settings.ambient.description","Ambient context captures clipboard, file changes, and app focus signals to give personas awareness of your desktop workflow.",""
"settings.ambient.events_broadcast","{count} events broadcast",""
"settings.ambient.subscribers","{count} subscriber",""
"settings.ambient.subscribers_plural","{count} subscribers",""
"settings.ambient.live_context","Live Context Window",""
"settings.ambient.total_signals","{count} total signals",""
