key,english,czech
"agents.persona_list.clear_search","Clear search","Smazat hledání"
"agents.persona_list.col_persona","Persona","Persona"
"agents.persona_list.no_connectors_configured","No connectors configured","Žádné konektory nejsou nastaveny"
"agents.design_preview.preview","Preview","Náhled"
"agents.design_preview.identity","Identity","Identita"
"agents.design_preview.prompt","Prompt","Prompt"
"agents.design_preview.lines","{count} lines","{count} řádků"
"agents.design_preview.tools","Tools","Nástroje"
"agents.design_preview.triggers","Triggers","Spouštěče"
"agents.design_preview.subscriptions","Subscriptions","Odběry"
"agents.design_preview.none_yet","None yet","Zatím žádné"
"agents.design_preview.activating","Activating...","Aktivace..."
"agents.design_preview.activate_agent","Activate Agent","Aktivovat agenta"
"agents.design_preview.create_agent","Create Agent","Vytvořit agenta"
"agents.design_preview.min_completeness","Add more detail to reach 40% completeness","Přidejte více detailů pro dosažení 40% úplnosti"
"agents.editor_ui.max_budget_label","Max Budget (USD)","Max. rozpočet (USD)"
"agents.editor_ui.max_budget_hint","Maximum total spend for a single execution. The run will stop if this limit is reached.","Maximální útrata za jedno spuštění. Při dosažení limitu se běh zastaví."
"agents.editor_ui.max_budget_range","$0.01 and up, or leave blank for no limit","0,01 $ a více, nebo prázdné pro bez limitu"
"agents.editor_ui.max_budget_example","0.50","0.50"
"agents.editor_ui.max_budget_placeholder","Monthly budget in USD -- e.g. 25.00","Měsíční rozpočet v USD – např. 25.00"
"agents.editor_ui.max_turns_label","Max Turns","Max. počet kol"
"agents.editor_ui.max_turns_hint","Maximum number of LLM round-trips per execution. Each turn is one prompt-response cycle with tool use.","Maximální počet LLM cyklů za spuštění. Každé kolo je jeden cyklus prompt-odpověď."
"agents.editor_ui.max_turns_range","1 and up, or leave blank for no limit","1 a více, nebo prázdné pro bez limitu"
"agents.editor_ui.max_turns_example","5","5"
"agents.editor_ui.max_turns_placeholder","Max round-trips -- e.g. 5","Max. kol – např. 5"
"agents.editor_ui.prompt_caching","Prompt Caching","Cachování promptů"
"agents.editor_ui.prompt_caching_hint","Caches the system prompt across executions to reduce input token costs. Agents that run frequently with the same prompt benefit most.","Cachuje systémový prompt pro snížení nákladů. Vhodné pro agenty spouštěné často."
"agents.editor_ui.prompt_caching_range","Off, 5 min, or 1 hr retention","Vypnuto, 5 min nebo 1 hodina uchování"
"agents.editor_ui.prompt_caching_example","5 min for cron-triggered agents","5 min pro agenty s cronem"
"agents.editor_ui.cache_off","Off","Vypnuto"
"agents.editor_ui.cache_off_desc","No caching","Bez cachování"
"agents.editor_ui.cache_short","5 min","5 min"
"agents.editor_ui.cache_short_desc","Short retention","Krátké uchování"
"agents.editor_ui.cache_long","1 hr","1 h"
"agents.editor_ui.cache_long_desc","Long retention","Dlouhé uchování"
"agents.editor_ui.source_agent","Agent","Agent"
"agents.editor_ui.source_workspace","Workspace","Pracovní prostor"
"agents.editor_ui.source_global","Global","Globální"
"agents.editor_ui.source_default","Default","Výchozí"
"agents.editor_ui.tooltip_workspace","Inherited from workspace ""{name}""","Zděděno z prostoru ""{name}"""
"agents.editor_ui.tooltip_global","Inherited from global defaults","Zděděno z globálního nastavení"
"agents.editor_ui.tooltip_agent_override","Overrides workspace/global default","Přepisuje pracovní/globální nastavení"
"agents.editor_ui.tooltip_agent_set","Set on this agent","Nastaveno u tohoto agenta"
"agents.editor_ui.tooltip_default","No value configured","Hodnota nenastavena"
"agents.editor_ui.tooltip_overriding","Overriding inherited value","Přepisuje zděděnou hodnotu"
"agents.editor_ui.effective_config","Effective Config","Účinná konfigurace"
"agents.editor_ui.inherited","inherited","zděděno"
"agents.editor_ui.overridden","overridden","přepsáno"
"agents.editor_ui.field_model","Model","Model"
"agents.editor_ui.field_provider","Provider","Poskytovatel"
"agents.editor_ui.field_base_url","Base URL","Základní URL"
"agents.editor_ui.field_auth_token","Auth Token","Autorizační token"
"agents.editor_ui.field_max_budget","Max Budget","Max. rozpočet"
"agents.editor_ui.field_max_turns","Max Turns","Max. počet kol"
"agents.editor_ui.field_prompt_cache","Prompt Cache","Cache promptů"
"agents.editor_ui.provider","Provider","Poskytovatel"
"agents.editor_ui.provider_anthropic","Anthropic","Anthropic"
"agents.editor_ui.provider_ollama","Ollama (local)","Ollama (lokální)"
"agents.editor_ui.provider_litellm","LiteLLM (proxy)","LiteLLM (proxy)"
"agents.editor_ui.provider_custom","Custom URL","Vlastní URL"
"agents.editor_ui.model_name","Model Name","Název modelu"
"agents.editor_ui.model_name_placeholder_litellm","e.g. anthropic/claude-sonnet-4-20250514","např. anthropic/claude-sonnet-4-20250514"
"agents.editor_ui.model_name_placeholder_ollama","e.g. llama3.1:8b","např. llama3.1:8b"
"agents.editor_ui.model_name_placeholder_custom","Model identifier","Identifikátor modelu"
"agents.editor_ui.base_url","Base URL","Základní URL"
"agents.editor_ui.base_url_hint","The API endpoint for your model provider. Must include protocol (http/https) and port if non-standard.","Koncový bod API. Musí obsahovat protokol i port."
"agents.editor_ui.base_url_example","http://localhost:11434","http://localhost:11434"
"agents.editor_ui.auth_token","Auth Token","Autorizační token"
"agents.editor_ui.auth_token_hint","Authentication token for the provider API. For Ollama local, use 'ollama'. For LiteLLM, use your master key.","Autentizační token. Pro Ollama 'ollama', pro LiteLLM master klíč."
"agents.editor_ui.auth_token_example","sk-...","sk-..."
"agents.editor_ui.auth_token_placeholder_litellm","LiteLLM master key (sk-...)","LiteLLM master klíč (sk-...)"
"agents.editor_ui.auth_token_placeholder_ollama","ollama","ollama"
"agents.editor_ui.auth_token_placeholder_custom","Bearer token","Bearer token"
"agents.editor_ui.saved","Saved","Uloženo"
"agents.editor_ui.litellm_label","LiteLLM Proxy Settings","Nastavení LiteLLM Proxy"
"agents.editor_ui.litellm_sublabel","(global, shared across all agents)","(globální, sdílené)"
"agents.editor_ui.litellm_base_url_placeholder","Proxy Base URL (http://localhost:4000)","Základní URL proxy"
"agents.editor_ui.litellm_master_key_placeholder","Master Key (sk-...)","Master klíč"
"agents.editor_ui.litellm_save_label","Save Global Config","Uložit globální konfiguraci"
"agents.editor_ui.litellm_description","These global settings are used as defaults for all agents using the LiteLLM provider. Per-agent overrides above take precedence.","Globální nastavení pro LiteLLM. Individuální přepsání mají přednost."
"agents.editor_ui.ollama_label","Ollama API Key","API klíč Ollama"
"agents.editor_ui.ollama_sublabel","(global, shared across all personas)","(globální, sdílené)"
"agents.editor_ui.ollama_placeholder","Paste your key from ollama.com/settings","Vložte klíč z ollama.com/settings"
"agents.editor_ui.ollama_save_label","Save Key","Uložit klíč"
"agents.editor_ui.ollama_signup","Sign up free at","Registrace zdarma na"
"agents.editor_ui.ollama_copy_key","and copy your API key from Settings.","a zkopírujte API klíč z nastavení."
"agents.editor_ui.compare_models","Compare Models","Porovnat modely"
"agents.editor_ui.side_by_side","Side-by-side","Vedle sebe"
"agents.editor_ui.model_a","Model A","Model A"
"agents.editor_ui.model_b","Model B","Model B"
"agents.editor_ui.add_prompt_first","Add a prompt first to run comparisons.","Nejdříve přidejte prompt."
"agents.editor_ui.select_different_models","Select two different models to compare.","Vyberte dva různé modely."
"agents.editor_ui.run_comparison","Run Comparison","Spustit porovnání"
"agents.editor_ui.generating_scenarios","Generating scenarios...","Generování scénářů..."
"agents.editor_ui.testing_model","Testing {modelId}","Testování {modelId}"
"agents.editor_ui.running","Running...","Běží..."
"agents.editor_ui.tokens_in","Tokens In","Vstupní tokeny"
"agents.editor_ui.tokens_out","Tokens Out","Výstupní tokeny"
"agents.editor_ui.wins","wins","vítězí"
"agents.editor_ui.composite","composite","souhrnné"
"agents.editor_ui.quality","Quality","Kvalita"
"agents.editor_ui.tool_accuracy","Tool Accuracy","Přesnost nástrojů"
"agents.editor_ui.protocol","Protocol","Protokol"
"agents.editor_ui.scenario","Scenario","Scénář"
"agents.editor_ui.output_previews","Output Previews","Náhledy výstupu"
"agents.editor_ui.no_output","No output","Bez výstupu"
"agents.editor_ui.select_agent","Select an agent to get started","Vyberte agenta pro začátek"
"agents.editor_ui.choose_from_sidebar","Choose from the sidebar or create a new agent","Vyberte v panelu nebo vytvořte nového"
"agents.editor_ui.save_failed_retry","Save failed -- will retry on next edit","Chyba uložení – zkusíme znovu."
"agents.editor_ui.delete_failed","Delete failed: {message}","Smazání selhalo: {message}"
"agents.editor_ui.tab_activity","Activity","Aktivita"
"agents.editor_ui.tab_matrix","Matrix","Matice"
"agents.editor_ui.tab_use_cases","Use Cases","Případy užití"
"agents.editor_ui.tab_prompt","Prompt","Prompt"
"agents.editor_ui.tab_lab","Lab","Lab"
"agents.editor_ui.tab_connectors","Connectors","Konektory"
"agents.editor_ui.tab_chat","Chat","Chat"
"agents.editor_ui.tab_design","Design","Design"
"agents.editor_ui.tab_health","Health","Zdraví"
"agents.editor_ui.tab_settings","Settings","Nastavení"
"agents.editor_ui.unsaved_changes","Unsaved changes","Neuložené změny"
"agents.editor_ui.partial_load","Partial load:","Částečné načtení:"
"agents.editor_ui.cloud_connect","Connect a cloud orchestrator to run personas remotely","Připojte cloud pro vzdálené spouštění"
"agents.editor_ui.cloud_signin","Sign in to unlock cloud features and remote execution","Přihlaste se pro cloud funkce"
"agents.editor_ui.execution_in_progress","Execution in progress","Běží spuštění"
"agents.editor_ui.execute","Execute","Spustit"
"agents.editor_ui.execute_failed","Failed to start execution. Please try again.","Nepodařilo se spustit. Zkuste to znovu."
"agents.editor_ui.no_triggers_or_subs","No triggers or event subscriptions configured","Žádné spouštěče ani odběry"
"agents.editor_ui.missing_credentials","Missing credentials: {credentials}","Chybějící údaje: {credentials}"
"agents.editor_ui.cannot_enable","Cannot enable agent","Nelze zapnout agenta"
"agents.editor_ui.success","Success","Úspěch"
"agents.editor_ui.health","Health","Zdraví"
"agents.editor_ui.latency","Latency","Latence"
"agents.editor_ui.cost_per_run","Cost/run","Cena/běh"
"agents.editor_ui.last_run","Last run","Poslední běh"
"agents.editor_ui.rank","Rank","Pořadí"
"agents.editor_ui.view_in_leaderboard","View in Leaderboard","Zobrazit v žebříčku"
"vault.title","Vault","Trezor"
"vault.subtitle","Choose how you want to add a credential","Zvolte způsob přidání přihlašovacího údaje"
"vault.add_from_catalog","Add from catalog","Přidat z katalogu"
"vault.ai_designed","AI-designed credential","AI navržený přihlašovací údaj"
"vault.workspace_connect","Workspace Connect","Workspace Connect"
"vault.quick_start","Quick start","Rychlý start"
"vault.health.healthy","healthy","v pořádku"
"vault.health.needs_attention","needs attention","vyžaduje pozornost"
